code	name
V74.49	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (muu täpsustamata tegevus)
V74.5	Liiklusõnnetuses vigastatud juht
V74.50	Liiklusõnnetuses vigastatud juht (sportlik tegevus)
V74.51	Liiklusõnnetuses vigastatud juht (puhke- ja vaba aja tegevus)
V74.52	Liiklusõnnetuses vigastatud juht (töötamine tasu eest, teenistus)
V74.53	Liiklusõnnetuses vigastatud juht (muu töö ja tegevus)
V74.54	Liiklusõnnetuses vigastatud juht (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V74.58	Liiklusõnnetuses vigastatud juht (muu täpsustatud tegevusega)
V74.59	Liiklusõnnetuses vigastatud juht (muu täpsustamata tegevus)
V74.6	Liiklusõnnetuses vigastatud sõitja
V74.60	Liiklusõnnetuses vigastatud sõitja (sportlik tegevus)
V74.61	Liiklusõnnetuses vigastatud sõitja (puhke- ja vaba aja tegevus)
V74.62	Liiklusõnnetuses vigastatud sõitja (töötamine tasu eest, teenistus)
V74.63	Liiklusõnnetuses vigastatud sõitja (muu töö ja tegevus)
V74.64	Liiklusõnnetuses vigastatud sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V74.68	Liiklusõnnetuses vigastatud sõitja (muu täpsustatud tegevusega)
V74.69	Liiklusõnnetuses vigastatud sõitja (muu täpsustamata tegevus)
V74.7	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja
V74.70	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (sportlik tegevus)
V74.71	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (puhke- ja vaba aja tegevus)
V74.72	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (töötamine tasu eest, teenistus)
V74.73	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (muu töö ja tegevus)
V74.74	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V74.78	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (muu täpsustatud tegevusega)
V74.79	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (muu täpsustamata tegevus)
V74.9	Liiklusõnnetuses vigastatud täpsustamata bussisõitja
V74.90	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (sportlik tegevus)
V74.91	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (puhke- ja vaba aja tegevus)
V74.92	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (töötamine tasu eest, teenistus)
V74.93	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (muu töö ja tegevus)
V74.94	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V74.98	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (muu täpsustatud tegevusega)
V74.99	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (muu täpsustamata tegevus)
V75	Raudteerongi või -veokiga kokkupõrkel vigastatud bussisõitja
V75.0	Liiklusvälises õnnetuses vigastatud juht
V75.00	Liiklusvälises õnnetuses vigastatud juht (sportlik tegevus)
V75.01	Liiklusvälises õnnetuses vigastatud juht (puhke- ja vaba aja tegevus)
V75.02	Liiklusvälises õnnetuses vigastatud juht (töötamine tasu eest, teenistus)
V75.03	Liiklusvälises õnnetuses vigastatud juht (muu töö ja tegevus)
V75.04	Liiklusvälises õnnetuses vigastatud juht (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V75.08	Liiklusvälises õnnetuses vigastatud juht (muu täpsustatud tegevusega)
V75.09	Liiklusvälises õnnetuses vigastatud juht (muu täpsustamata tegevus)
V75.1	Liiklusvälises õnnetuses vigastatud sõitja
V75.10	Liiklusvälises õnnetuses vigastatud sõitja (sportlik tegevus)
V75.11	Liiklusvälises õnnetuses vigastatud sõitja (puhke- ja vaba aja tegevus)
V75.12	Liiklusvälises õnnetuses vigastatud sõitja (töötamine tasu eest, teenistus)
V75.13	Liiklusvälises õnnetuses vigastatud sõitja (muu töö ja tegevus)
V75.14	Liiklusvälises õnnetuses vigastatud sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V75.18	Liiklusvälises õnnetuses vigastatud sõitja (muu täpsustatud tegevusega)
V75.19	Liiklusvälises õnnetuses vigastatud sõitja (muu täpsustamata tegevus)
V75.2	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja
V75.20	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (sportlik tegevus)
V75.21	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (puhke- ja vaba aja tegevus)
V75.22	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (töötamine tasu eest, teenistus)
V75.23	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (muu töö ja tegevus)
V75.24	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V75.28	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (muu täpsustatud tegevusega)
V75.29	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (muu täpsustamata tegevus)
V75.3	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja
V75.30	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (sportlik tegevus)
V75.31	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (puhke- ja vaba aja tegevus)
V75.32	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (töötamine tasu eest, teenistus)
V75.33	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (muu töö ja tegevus)
V75.34	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V75.38	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (muu täpsustatud tegevusega)
V75.39	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (muu täpsustamata tegevus)
V75.4	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik
V75.40	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (sportlik tegevus)
V75.41	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (puhke- ja vaba aja tegevus)
V75.42	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (töötamine tasu eest, teenistus)
V75.43	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (muu töö ja tegevus)
V75.44	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V75.48	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (muu täpsustatud tegevusega)
V75.49	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (muu täpsustamata tegevus)
V75.5	Liiklusõnnetuses vigastatud juht
V75.50	Liiklusõnnetuses vigastatud juht (sportlik tegevus)
V75.51	Liiklusõnnetuses vigastatud juht (puhke- ja vaba aja tegevus)
V75.52	Liiklusõnnetuses vigastatud juht (töötamine tasu eest, teenistus)
V75.53	Liiklusõnnetuses vigastatud juht (muu töö ja tegevus)
V75.54	Liiklusõnnetuses vigastatud juht (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V75.58	Liiklusõnnetuses vigastatud juht (muu täpsustatud tegevusega)
V75.59	Liiklusõnnetuses vigastatud juht (muu täpsustamata tegevus)
V75.6	Liiklusõnnetuses vigastatud sõitja
V75.60	Liiklusõnnetuses vigastatud sõitja (sportlik tegevus)
V75.61	Liiklusõnnetuses vigastatud sõitja (puhke- ja vaba aja tegevus)
V75.62	Liiklusõnnetuses vigastatud sõitja (töötamine tasu eest, teenistus)
V75.63	Liiklusõnnetuses vigastatud sõitja (muu töö ja tegevus)
V75.64	Liiklusõnnetuses vigastatud sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V75.68	Liiklusõnnetuses vigastatud sõitja (muu täpsustatud tegevusega)
V75.69	Liiklusõnnetuses vigastatud sõitja (muu täpsustamata tegevus)
V75.7	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja
V75.70	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (sportlik tegevus)
V75.71	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (puhke- ja vaba aja tegevus)
V75.72	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (töötamine tasu eest, teenistus)
V75.73	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (muu töö ja tegevus)
V75.74	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V75.78	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (muu täpsustatud tegevusega)
V75.79	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (muu täpsustamata tegevus)
V75.9	Liiklusõnnetuses vigastatud täpsustamata bussisõitja
V75.90	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (sportlik tegevus)
V75.91	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (puhke- ja vaba aja tegevus)
V75.92	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (töötamine tasu eest, teenistus)
V75.93	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (muu töö ja tegevus)
V75.94	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V75.98	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (muu täpsustatud tegevusega)
V75.99	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (muu täpsustamata tegevus)
V76	Mootorita sõidukiga kokkupõrkel vigastatud bussisõitja
V76.0	Liiklusvälises õnnetuses vigastatud juht
V76.00	Liiklusvälises õnnetuses vigastatud juht (sportlik tegevus)
V76.01	Liiklusvälises õnnetuses vigastatud juht (puhke- ja vaba aja tegevus)
V76.02	Liiklusvälises õnnetuses vigastatud juht (töötamine tasu eest, teenistus)
V76.03	Liiklusvälises õnnetuses vigastatud juht (muu töö ja tegevus)
V76.04	Liiklusvälises õnnetuses vigastatud juht (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V76.08	Liiklusvälises õnnetuses vigastatud juht (muu täpsustatud tegevusega)
V76.09	Liiklusvälises õnnetuses vigastatud juht (muu täpsustamata tegevus)
V76.1	Liiklusvälises õnnetuses vigastatud sõitja
V76.10	Liiklusvälises õnnetuses vigastatud sõitja (sportlik tegevus)
V76.11	Liiklusvälises õnnetuses vigastatud sõitja (puhke- ja vaba aja tegevus)
V76.12	Liiklusvälises õnnetuses vigastatud sõitja (töötamine tasu eest, teenistus)
V76.13	Liiklusvälises õnnetuses vigastatud sõitja (muu töö ja tegevus)
V76.14	Liiklusvälises õnnetuses vigastatud sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V76.18	Liiklusvälises õnnetuses vigastatud sõitja (muu täpsustatud tegevusega)
V76.19	Liiklusvälises õnnetuses vigastatud sõitja (muu täpsustamata tegevus)
V76.2	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja
V76.20	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (sportlik tegevus)
V76.21	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (puhke- ja vaba aja tegevus)
V76.22	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (töötamine tasu eest, teenistus)
V76.23	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (muu töö ja tegevus)
V76.24	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V76.28	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (muu täpsustatud tegevusega)
V76.29	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (muu täpsustamata tegevus)
V76.3	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja
V76.30	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (sportlik tegevus)
V76.31	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (puhke- ja vaba aja tegevus)
V76.32	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (töötamine tasu eest, teenistus)
V76.33	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (muu töö ja tegevus)
V76.34	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V76.38	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (muu täpsustatud tegevusega)
V76.39	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (muu täpsustamata tegevus)
V76.4	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik
V76.40	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (sportlik tegevus)
V76.41	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (puhke- ja vaba aja tegevus)
V76.42	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (töötamine tasu eest, teenistus)
V76.43	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (muu töö ja tegevus)
V76.44	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V76.48	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (muu täpsustatud tegevusega)
V76.49	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (muu täpsustamata tegevus)
V76.5	Liiklusõnnetuses vigastatud juht
V76.50	Liiklusõnnetuses vigastatud juht (sportlik tegevus)
V76.51	Liiklusõnnetuses vigastatud juht (puhke- ja vaba aja tegevus)
V76.52	Liiklusõnnetuses vigastatud juht (töötamine tasu eest, teenistus)
V76.53	Liiklusõnnetuses vigastatud juht (muu töö ja tegevus)
V76.54	Liiklusõnnetuses vigastatud juht (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V76.58	Liiklusõnnetuses vigastatud juht (muu täpsustatud tegevusega)
V76.59	Liiklusõnnetuses vigastatud juht (muu täpsustamata tegevus)
V76.6	Liiklusõnnetuses vigastatud sõitja
V76.60	Liiklusõnnetuses vigastatud sõitja (sportlik tegevus)
V76.61	Liiklusõnnetuses vigastatud sõitja (puhke- ja vaba aja tegevus)
V76.62	Liiklusõnnetuses vigastatud sõitja (töötamine tasu eest, teenistus)
V76.63	Liiklusõnnetuses vigastatud sõitja (muu töö ja tegevus)
V76.64	Liiklusõnnetuses vigastatud sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V76.68	Liiklusõnnetuses vigastatud sõitja (muu täpsustatud tegevusega)
V76.69	Liiklusõnnetuses vigastatud sõitja (muu täpsustamata tegevus)
V76.7	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja
V76.70	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (sportlik tegevus)
V76.71	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (puhke- ja vaba aja tegevus)
V76.72	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (töötamine tasu eest, teenistus)
V76.73	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (muu töö ja tegevus)
V76.74	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V76.78	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (muu täpsustatud tegevusega)
V76.79	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (muu täpsustamata tegevus)
V76.9	Liiklusõnnetuses vigastatud täpsustamata bussisõitja
V76.90	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (sportlik tegevus)
V76.91	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (puhke- ja vaba aja tegevus)
V76.92	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (töötamine tasu eest, teenistus)
V76.93	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (muu töö ja tegevus)
V76.94	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V76.98	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (muu täpsustatud tegevusega)
V76.99	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (muu täpsustamata tegevus)
V77	Paikse või kinnitatud esemega kokkupõrkel vigastatud bussisõitja
V77.0	Liiklusvälises õnnetuses vigastatud juht
V77.00	Liiklusvälises õnnetuses vigastatud juht (sportlik tegevus)
V77.01	Liiklusvälises õnnetuses vigastatud juht (puhke- ja vaba aja tegevus)
V77.02	Liiklusvälises õnnetuses vigastatud juht (töötamine tasu eest, teenistus)
V77.03	Liiklusvälises õnnetuses vigastatud juht (muu töö ja tegevus)
V77.04	Liiklusvälises õnnetuses vigastatud juht (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V77.08	Liiklusvälises õnnetuses vigastatud juht (muu täpsustatud tegevusega)
V77.09	Liiklusvälises õnnetuses vigastatud juht (muu täpsustamata tegevus)
V77.1	Liiklusvälises õnnetuses vigastatud sõitja
V77.10	Liiklusvälises õnnetuses vigastatud sõitja (sportlik tegevus)
V77.11	Liiklusvälises õnnetuses vigastatud sõitja (puhke- ja vaba aja tegevus)
V77.12	Liiklusvälises õnnetuses vigastatud sõitja (töötamine tasu eest, teenistus)
V77.13	Liiklusvälises õnnetuses vigastatud sõitja (muu töö ja tegevus)
V77.14	Liiklusvälises õnnetuses vigastatud sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V77.18	Liiklusvälises õnnetuses vigastatud sõitja (muu täpsustatud tegevusega)
V77.19	Liiklusvälises õnnetuses vigastatud sõitja (muu täpsustamata tegevus)
V77.2	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja
V77.20	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (sportlik tegevus)
V77.21	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (puhke- ja vaba aja tegevus)
V77.22	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (töötamine tasu eest, teenistus)
V77.23	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (muu töö ja tegevus)
V77.24	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V77.28	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (muu täpsustatud tegevusega)
V77.29	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (muu täpsustamata tegevus)
V77.3	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja
V77.30	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (sportlik tegevus)
V77.31	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (puhke- ja vaba aja tegevus)
V77.32	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (töötamine tasu eest, teenistus)
V77.33	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (muu töö ja tegevus)
V77.34	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V77.38	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (muu täpsustatud tegevusega)
V77.39	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (muu täpsustamata tegevus)
V77.4	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik
V77.40	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (sportlik tegevus)
V77.41	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (puhke- ja vaba aja tegevus)
V77.42	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (töötamine tasu eest, teenistus)
V77.43	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (muu töö ja tegevus)
V77.44	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V77.48	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (muu täpsustatud tegevusega)
V77.49	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (muu täpsustamata tegevus)
V77.5	Liiklusõnnetuses vigastatud juht
V77.50	Liiklusõnnetuses vigastatud juht (sportlik tegevus)
V77.51	Liiklusõnnetuses vigastatud juht (puhke- ja vaba aja tegevus)
V77.52	Liiklusõnnetuses vigastatud juht (töötamine tasu eest, teenistus)
V77.53	Liiklusõnnetuses vigastatud juht (muu töö ja tegevus)
V77.54	Liiklusõnnetuses vigastatud juht (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V77.58	Liiklusõnnetuses vigastatud juht (muu täpsustatud tegevusega)
V77.59	Liiklusõnnetuses vigastatud juht (muu täpsustamata tegevus)
V77.6	Liiklusõnnetuses vigastatud sõitja
V77.60	Liiklusõnnetuses vigastatud sõitja (sportlik tegevus)
V77.61	Liiklusõnnetuses vigastatud sõitja (puhke- ja vaba aja tegevus)
V77.62	Liiklusõnnetuses vigastatud sõitja (töötamine tasu eest, teenistus)
V77.63	Liiklusõnnetuses vigastatud sõitja (muu töö ja tegevus)
V77.64	Liiklusõnnetuses vigastatud sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V77.68	Liiklusõnnetuses vigastatud sõitja (muu täpsustatud tegevusega)
V77.69	Liiklusõnnetuses vigastatud sõitja (muu täpsustamata tegevus)
V77.7	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja
V77.70	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (sportlik tegevus)
V77.71	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (puhke- ja vaba aja tegevus)
V77.72	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (töötamine tasu eest, teenistus)
V77.73	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (muu töö ja tegevus)
V77.74	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V77.78	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (muu täpsustatud tegevusega)
V77.79	Liiklusõnnetuses vigastatud sõidukil väljaspool sõitja (muu täpsustamata tegevus)
V77.9	Liiklusõnnetuses vigastatud täpsustamata bussisõitja
V77.90	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (sportlik tegevus)
V77.91	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (puhke- ja vaba aja tegevus)
V77.92	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (töötamine tasu eest, teenistus)
V77.93	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (muu töö ja tegevus)
V77.94	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V77.98	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (muu täpsustatud tegevusega)
V77.99	Liiklusõnnetuses vigastatud täpsustamata bussisõitja (muu täpsustamata tegevus)
V78	Kokkupõrketa sõidukiõnnetuses vigastatud bussisõitja
V78.0	Liiklusvälises õnnetuses vigastatud juht
V78.00	Liiklusvälises õnnetuses vigastatud juht (sportlik tegevus)
V78.01	Liiklusvälises õnnetuses vigastatud juht (puhke- ja vaba aja tegevus)
V78.02	Liiklusvälises õnnetuses vigastatud juht (töötamine tasu eest, teenistus)
V78.03	Liiklusvälises õnnetuses vigastatud juht (muu töö ja tegevus)
V78.04	Liiklusvälises õnnetuses vigastatud juht (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V78.08	Liiklusvälises õnnetuses vigastatud juht (muu täpsustatud tegevusega)
V78.09	Liiklusvälises õnnetuses vigastatud juht (muu täpsustamata tegevus)
V78.1	Liiklusvälises õnnetuses vigastatud sõitja
V78.10	Liiklusvälises õnnetuses vigastatud sõitja (sportlik tegevus)
V78.11	Liiklusvälises õnnetuses vigastatud sõitja (puhke- ja vaba aja tegevus)
V78.12	Liiklusvälises õnnetuses vigastatud sõitja (töötamine tasu eest, teenistus)
V78.13	Liiklusvälises õnnetuses vigastatud sõitja (muu töö ja tegevus)
V78.14	Liiklusvälises õnnetuses vigastatud sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V78.18	Liiklusvälises õnnetuses vigastatud sõitja (muu täpsustatud tegevusega)
V78.19	Liiklusvälises õnnetuses vigastatud sõitja (muu täpsustamata tegevus)
V78.2	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja
V78.20	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (sportlik tegevus)
V78.21	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (puhke- ja vaba aja tegevus)
V78.22	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (töötamine tasu eest, teenistus)
V78.23	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (muu töö ja tegevus)
V78.24	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V78.28	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (muu täpsustatud tegevusega)
V78.29	Liiklusvälises õnnetuses vigastatud sõidukil väljaspool sõitja (muu täpsustamata tegevus)
V78.3	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja
V78.30	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (sportlik tegevus)
V78.31	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (puhke- ja vaba aja tegevus)
V78.32	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (töötamine tasu eest, teenistus)
V78.33	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (muu töö ja tegevus)
V78.34	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V78.38	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (muu täpsustatud tegevusega)
V78.39	Liiklusvälises õnnetuses vigastatud täpsustamata bussisõitja (muu täpsustamata tegevus)
V78.4	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik
V78.40	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (sportlik tegevus)
V78.41	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (puhke- ja vaba aja tegevus)
V78.42	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (töötamine tasu eest, teenistus)
V78.43	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (muu töö ja tegevus)
V78.44	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
V78.48	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (muu täpsustatud tegevusega)
V78.49	Sõidukisse sisenemisel ja sealt väljumisel vigastatud isik (muu täpsustamata tegevus)
V78.5	Liiklusõnnetuses vigastatud juht
V78.50	Liiklusõnnetuses vigastatud juht (sportlik tegevus)
